department,abstract
2,"Computer programming has become an increasingly cross-cutting theme and is no longer considered just a specialized subject. In some countries, the inclusion of this subject in the curricula of the basic cycles of their educational systems has been provided for, because it is recognized that programming promotes computational thinking which allows cognitive development of students. In Chile, the Universidad de La Frontera established that an initial programming course is given to all the Engineering degrees. Unfortunately, studies have shown that students are not achieving the competencies defined by the computational thinking approach. This research paper presents a flexible and systematic teaching framework for developing cognitive skills in programming courses. This framework considers the use of a systematic methodology of teaching programming, which focuses on the process of building solutions …"
2,"Complexity in modern radiotherapy treatments demands advanced dosimetry systems for quality control. These systems must have several characteristics, such as high spatial resolution, tissue equivalence, three-dimensional resolution, and dose-integrating capabilities. In this scenario, gel dosimetry has proved to be a very promising option for quality assurance. In this study, the feasibility of Fricke and polymer gel dosimeters suitably shaped in form of thin layers and optically analyzed by visible light transmission imaging has been investigated for quality assurance in external radiotherapy. Dosimeter irradiation was carried out with a 6-MV photon beam (CLINAC 600C). The analysis of the irradiated dosimeters was done using two-dimensional optical transmission images. These dosimeters were compared with a treatment plan system using Monte Carlo simulations as a reference by means of a gamma test with …"
2,"Fricke solution has a wide range of applications as radiation detector and dosimetry. It is particularly appreciated in terms of relevant comparative advantages, like tissue‐equivalence when prepared in aqueous media like gel matrix, continuous mapping capability, independence of dose rate and incident direction, as well as linear dose response. This work presents the development and characterization of an improved Fricke gel system, based on modified chemical compositions, making possible its application in clinical radiology due to its improved sensitivity. Properties of standard Fricke gel dosimeter for high‐dose levels are used as a starting point, and suitable chemical modifications are introduced and carefully investigated in order to attain high resolution for low‐dose ranges, like those corresponding to radiology interventions. The developed Fricke gel radiation dosimeter system achieves the expected …"
2,"A low‐cost and portable Energy Disperse X‐Ray Fluorescence imaging system is presented. It is capable of scanning large areas (up to 10 × 10 cm2) in steps as small as 0.2 mm. It consists of a small X‐ray tube and a Silicon Drift Detector, both controlled by a homemade software. The spatial resolution is evaluated as a function of the step width and of the X‐ray collimator diameter. The time of acquisition per unit of scanned surface is studied as a function of the step width and of the time of acquisition per point. X‐ray fluorescence images showing the 2D distributions of some elements in biological samples are presented. Copyright © 2013 John Wiley & Sons, Ltd."
2,"Energy dispersive X-ray fluorescence (EDXRF) imaging systems are of great interest in many applications of different areas, once they allow us to get images of the spatial elemental distribution in the samples. The detector system used in this study is based on a micro patterned gas detector, named Micro-Hole and Strip Plate. The full field of view system, with an active area of 28 × 28 mm2 presents some important features for EDXRF imaging applications, such as a position resolution below 125 μm, an intrinsic energy resolution of about 14% full width at half maximum for 5.9 keV X-rays, and a counting rate capability of 0.5 MHz. In this work, analysis of human teeth treated by dental amalgam was performed by using the EDXRF imaging system mentioned above. The goal of the analysis is to evaluate the system capabilities in the biomedical field by measuring the drift of the major constituents of a dental amalgam …"
2,"This study examines the increase in the capacity to detect gold nanoparticles in tumor tissue using X-rays from orthovoltage sources. The analyzed methodology considered aspects of geometry and composition in accordance with those required in real clinical treatment applications. The results show that a geometrical backscatter configuration, an incident spectral energy synthesized to optimize statistical parameters and adequate background subtraction allow for a significant increase in the signal to noise ratio (SNR) of the secondary Kβ lines. This increase is greater than those currently reported for traditional Kα lines. Furthermore, these conditions also produce an increase in detection sensitivity, less uncertainty in results and shorter exposure times. The proposed methodology was evaluated using XMI-MSIM software for the Monte Carlo simulation fluorescent response of each element. The simulation used …"
2,"This work reports the experimental development of an integral Gd-infused dosimeter suitable for Gd dose enhancement assessment along with Monte Carlo simulations applied to determine the dose enhancement by radioactive and X-ray sources of interest in conventional and electronic brachytherapy. In this context, capability to elaborate a stable and reliable Gd-infused dosimeter was the first goal aimed at direct and accurate measurements of dose enhancement due to Gd presence. Dose-response was characterized for standard and Gd-infused PAGAT polymer gel dosimeters by means of optical transmission/absorbance. The developed Gd-infused PAGAT dosimeters demonstrated to be stable presenting similar dose-response as standard PAGAT within a linear trend up to 13 Gy along with good post-irradiation readout stability verified at 24 and 48 h. Additionally, dose enhancement was evaluated for Gd …"
2,"In this paper the configuration of an Energy Dispersive X-Ray Fluorescence (EDXRF) system optimized for in vivo quantification of gadolinium in tumor tissue was studied. The system was configured using XMI-MSIM software designed to predict the XRF spectral response using Monte Carlo simulations. The studied setup is comprised of an X-ray tube, tuned to different voltages, and a copper filter system configured with variable thickness, which emits a spectrally narrow beam centered on the specific excitation energy. The values for the central energy excitation and the spectral width were adjusted to optimize the system, using like figures of merit: minimization of the limit of detection, measurement uncertainty and radiation exposure. These values were obtained in two stages. The first was successive simulations of incident spectra with central energy in the range of 50–70 keV. The second was comprised of …"
2,"The main purpose of this work is to determine the feasibility and physical characteristics of a new teletherapy device of radiation therapy based on the application of a convergent x-ray beam of energies like those used in radiotherapy providing highly concentrated dose delivery to the target. We have denominated it Convergent Beam Radio Therapy (CBRT). Analytical methods are developed first in order to determine the dosimetry characteristic of an ideal convergent photon beam in a hypothetical water phantom. Then, using the PENELOPE Monte Carlo code, a similar convergent beam that is applied to the water phantom is compared with that of the analytical method."
2,"This paper presents the results of a new technique for in vivo energy dispersive X‐ray fluorescence (EDXRF) scan analysis, applied to human fingernails. The scan employs a specially designed EDXRF spectrometer, which allows a concentration profile of the elements detected in a human nail. In order to carry out this technique, a group of nail fragments taken from different people was analyzed. The elements S, Ca, Cu, Fe, Cu, Zn, and Pb were detected in most of the samples. A bidimensional (x, y) scan was also performed on a whole removed nail in which the 2D spatial distribution of the detected elements was observed. Significant differences in some of the detected elements were noted. Minimum time of average detection per element was determined, based on the EDXRF spectra of the nail fragment. The time required to obtain an in vivo element profile of a typical nail was thus determined, applying the …"
2,"Different kinds of nanoparticles have been widely studied for biomedical purposes, including applications like dose enhancement in radiotherapy treatments and contrast agent in radiological studies. Recent work suggests that gold nanoparticles can be used as contrast agents in K-edge imaging and X-ray Fluorescence Computed Tomography, mainly due to their high K-edge energy value and good biocompatibility. However, the gold X-ray fluorescence (XRF) signal obtained in these procedures is relatively week when compared with Compton or bremsstrahlung radiation emitted in the surrounding tissues, mainly because it is not possible to achieve large gold nanoparticles concentrations within biological tissues added to the XRF is attenuated by other tissues when leaving the patient body.This work presents a feasibility study on implementation of FLUKA, PENELOPE and MCNP6 Monte Carlo codes to model …"
2,"In this work, the response of the VARIAN® PaxScan 2020+ flat panel detector was characterized in terms of spatial resolution and uniformity across the detection area along with detection efficiency for photon beams from conventional X‐ray tubes. This information is not commonly provided by the manufacturer. The characterization of spatial resolution, response uniformity and the detection efficiency of the VARIAN® PaxScan 2020+ are a crucial key for improving imaging procedures with diagnostic purposes, mainly when quantification by image processing is required. According to the obtained results, the VARIAN® PaxScan 2020+ detector has, on average, a spatial uniformity, considered as detector response corresponding to different positions for a fixed excitation beam, of 77% measured across the whole detection area 19.8×19.8 cm2; whereas the minimum size measurable is (357 ± 14) μm. A rigorous …"
2,"The present work is devoted to optimizing the sensitivity-doses relationship of a bench-top EDXRF system, with the aim of achieving a detection limit of 0.010 mg/ml of gold nanoparticles in tumor tissue (clinical values expected), for doses below 10 mGy (value fixed for in vivo application). Tumor phantoms of 0.3 cm3 made of a suspension of gold nanoparticles (15 nm AurovistTM, Nanoprobes Inc.) were studied at depths of 0–4 mm in a tissue equivalent cylindrical phantom. The optimization process was implemented configuring several tube voltages and aluminum filters, to obtain non-symmetrical narrow spectra with fixed FWHM of 5 keV and centered among the 11.2–20.3 keV. The used statistical figure of merit was the obtained sensitivity (with each spectrum at each depth) weighted by the delivered surface doses. The detection limit of the system was determined measuring several gold nanoparticles …"
2,"Visualization of elemental distributions of biological tissue is gaining importance in many disciplines of biological, forensic, and medical research. Furthermore, the maps of elements have wide application in archeology for the understanding of the pigments, modes of preservation and environmental context. Since major advances in relation to collimators and detectors have yielded micro scale images, the chemical mapping via synchrotron scanning micro-X-ray fluorescence spectrometry (SR-µXRF) is widely used as microanalytical techniques. However, the acquisition time is a limitation of current SR-µXRF imaging protocols, doing tedious micro analysis of samples of more than 1 cm and very difficult to study of larger samples such as animal organ, whole organisms, work of art, etc. Recently we have developed a robotic system to image the chemistry of large specimens rapidly at concentration levels of parts per million. Multiple images of distribution of elements can be obtained on surfaces of 100x100 mm and a spatial resolution of up to 0.2 mm² per pixel, with a spectral capture time up to 1 ms per point. This system has proven to be highly efficient for the XRF mapping of elements in large biological samples, achieving comparables results to those obtained by SR-µXRF. Thus, images of As and Cu accumulation in renal cortex of arsenic-exposed rats were obtained by both methodologies. However, the new imaging system enables the XRF scanning in few minutes, whereas SR-µXRF required several hours. These and other advantages as well as the potential applications of this system, will be discussed."
2,"The L shell fluorescence cross-sections of the elements in range 45/Z/50 have been determined at 8 keV using Synchrotron radiation. The individual L X-ray photons, Ll, Lα, LβI, LβII, LγI and LγII produced in the target were measured with high resolution Si(Li) detector. The experimental set-up provided a low background by using linearly polarized monoenergetic photon beam, improving the signal-to-noise ratio. The experimental cross-sections obtained in this work were compared with available experimental data from Scofield [1], [2] Krause [3], [4] and Scofield and Puri et al. [5], [6].These experimental values closely agree with the theoretical values calculated using Scofield and Krause data, except for the case of Lγ, where values measured of this work are slighter higher."
2," This paper proposes a spectrometric method for x‐ray fluorescence, based on selective excitation and integral counting of the emitted photons by the sample. It is named SEICXRF (Selective Excitation and Integral Counting of X‐Ray Fluorescence). The general characteristics of the method are shown: the spectrometer, the spectrum acquisition, the effects involved in the determination of the jump intensity and their respective algorithms (the primary and secondary intensities and other unexpected effects), its capacity to identify elements, its sensitivity, its limitations and scope. Copyright © 2003 John Wiley & Sons, Ltd."
2,"XRF nondestructive sample analysis is very convenient when applied to samples that should not be altered, for example, works of art or archeological pieces. When one has various similar samples of this characteristic, a good sample comparison method is necessary. There are various comparison methods among which the three component graphic representation allows a comparison in a throe element component. In an XRF analysis, a large number of peaks, representing emissions from K and L lines normally appear. When a well calibrated spectrum is provided, the determination of the elements in the samples is relatively simple. However, accuracy is difficult to acheive when results from many samples are to be compared."
2,"Investigations regarding the feasibility, reliability, and accuracy of Fricke gel dosimeter layers for stereotactic radiosurgery are presented. A representative radiosurgery plan consisting of two targets has been investigated. Absorbed dose distributions measured using radiochromic films and gelatin Fricke Gel dosimetry in layers have been compared with dose distributions calculated by using a treatment planning system and Monte Carlo simulations. The different dose distributions have been compared by means of the gamma index demonstrating that gelatin Fricke gel dosimeter layers showed agreements of 100%, 100%, and 93%, with dose and distance tolerances of 2% and 2 mm, with respect to film dosimetry, treatment planning system and Monte Carlo simulations, respectively. The capability of the developed system for three-dimensional dose mapping was shown, obtaining promising results when compared …"
2,"Convergent beam radiotherapy, or CBRT, currently under development is based on the adaptation of a linear accelerator (linac) to a device which allows to dynamically curve the original trajectory of the electron beam so that it impacts upon a target. This produces a photon beam via Bremsstrahlung which converges on a predetermined focus point (isocenter). Adaptation of the RTHC device is only possible if it is sufficiently compact, as the device must be placed between the linac head exit and the gurney. This requires that new magnetic deflection devices be developed. This paper describes the theoretical and experimental development of controlled-deflection electron beam systems (at energies in MeV ranges) generated in a dual linear accelerator waveguide. A device which follows RTHC geometry is adapted for the system, using new magnetic deflector designs based on permanent neodymium magnets …"
2,"This work presents the characterization and contribution of neutron and gamma components to the absorbed dose in a zero power nuclear reactor. A dosimetric method based on Fricke gel was implemented to evaluate the separation between dose components in the mixed field. The validation of this proposed method was performed by means of direct measurements of neutron flux in different positions using Au and Mg-Ni activation foils. Monte Carlo simulations were conversely performed using the MCNP main code with a dedicated subroutine to incorporate the exact complete geometry of the nuclear reactor facility. Once nuclear fuel elements were defined, the simulations computed the different contributions to the absorbed dose in specific positions inside the core. Thermal/epithermal contributions of absorbed dose were assessed by means of Fricke gel dosimetry using different isotopic compositions aimed at …"
2,"Knowing the spectrum near the output of the relatively new mini X‐ray tube (MXRT) commercial models is fundamentally important in energy‐dispersive X‐ray fluorescence scan images, especially in the in vivo applications. This information is relevant for determining the absorbed dose during a measurement and for absolute quantification by a fundamental parameter method. However, it is not possible to measure it directly using a silicon drift detector (SDD) given the high saturation in the counts. In this work, an experimental methodology is developed for determining the kernel spectrum emitted by the MXRT, enabling the quantification of its energy flux density over short distances. Different distances were used: source–detector, solid emission angle (collimation), attenuation characteristics of the medium (air), and in a vacuum, within an energy range of 1–40 keV, to determine the X‐ray tube spectrum. The …"
2,Andic soils contain a large amount of stabilised soil organic matter (SOM). The present study aims to review and integrate the determining factors and mechanisms of SOM stabilisation in andic compared with other (non-andic) soil types. We have reviewed recent literature regarding the nature of SOM and its stabilisation processes in the top- and sub-soil to address and discuss the interaction between the SOM and the mineral phase. The carbon (C) storage capacity by the metal-humus-complex formation of volcanic soils is also evaluated. The most important stabilisation processes are related to the incorporation and decomposition of microbial-derived C along with the changing C storage capacity with increasing soil development. The priming and destabilisation of adsorbed SOM are crucial mechanisms influencing the soil C sequestration in subsoils. The C storage capacity of andic soils was closely related to …
2,"Enzyme activities (EAs) respond to contamination in several ways depending on the chemical form and content of heavy metals and metalloids (HMs) and their interactions with various soil properties. A systematic and mechanistic understanding of EA responses to HM contamination in soil is necessary for predicting the consequences for nutrient availability and the cycling of carbon (C), nitrogen (N), phosphorus (P) and sulphur (S). In this study, a meta-analysis based on 671 observations found the activities of seven enzymes to decrease in response to soil contamination with Pb, Zn, Cd, Cu and As. HM contamination linearly reduced the activities of all enzymes in the following order: arylsulfatase > dehydrogenase > β-glucosidase > urease > acid phosphatase > alkaline phosphatase > catalase. The activities of two endoenzymes: arylsulfatase (partly as exoenzyme) and dehydrogenase were reduced by 72% and …"
2,"Chilean volcanic soils are known to contain large amounts of organic matter (OM) and amorphous (e.g., allophanic) clay. Here, we test the hypothesis that Al, rather than clay content and climatic conditions, is the most important factor for OM levels in volcanic soils. This was achieved by compiling a total of 225 pedons from two national-wide datasets of south-Central Chilean soils sampled in the first 20 cm depth. All selected soils are of volcanic origin, previously under native Nothofagus-forest and now used as pasture or arable land. The relationships between soil organic C (from now soil C) and environmental and soil characteristics (clay-allophane, Al content) were analysed by simple and multiple linear regression analyses. Soils classify as Alfisols, Andisols, Inceptisols and Ultisols. Al was extracted by KCl (Alk), acid ammonium acetate (Ala) and acid ammonium oxalate (Alo). The simple regression models …"
2,"In previous studies, Al extracted by acid ammonium acetate (Ala) or Na-pyrophosphate (Alp), rather than silt or clay content and climate conditions, was the most important factor that controls organic matter (OM) levels in volcanic soils. Here, the hypothesis was tested that Ala is a comparable method (as much as CuCl2) to quantify the proportion of Al bound to OM in allophanic soils. As far as we know, there are no previous antecedents in which selective dissolution method has been compared with this extractant. Secondly, we examine the effects of (a) Al, (b) silt plus clay content (particles size 0–53 µm) and (c) clay mineralogy on the control of organic carbon (OC) level in Chilean volcanic soils. This was achieved by sampling 16 soils series (11 Andisols, one Alfisol and four Ultisols, USDA classification) including 48 soil pedons up to 0.4 m depth. Soils were analyzed for Ala, Alp, oxalate (Alo, Sio and Feo), cold …"
2," Nitrogen (N) mineralization in soil depends on carbon (C) input of plant materials, site environmental conditions, and soil texture. Empirical correlates of N mineralization can be difficult to interpret, however, because of interactions among these factors. A multiple regression model relating N mineralization to C input rates, litter quality, and soil texture in Chilean temperate rain forest soils was developed. Nitrogen mineralization rates ranged from 3.0 to 5.7 mg kg−1 soil d−1 depending on C input rate and soil texture but were not influenced by litter quality. We compared C storage of both forest and long‐term‐cropped soils with the protective capacity (i.e., the expected maximum C pool associated with the clay and silt fractions). Soil organic C associated with the fine fraction of forest soils was significantly greater than the calculated protective capacity, with clay‐rich soils averaging 141% more C than this limit and …"
2,"Every soil has a limited capacity to physical-chemically protect organic matter from biodegradation in its clay and silt particles. Thus, the rates at which carbon (C) and nitrogen (N) are mineralized in soil should be related to the degree of C saturation in those particles. In this study the authors investigated the hypothesis that the decline in the amount of C in clay and silt particles from coarse to fine textured soil is due to a reduction of the specific surface area of clay and silt fractions in clay soils. The relation between the mineralization rates of C and N to the degree of C saturation in the clay and silt particles was also investigated. Six cultivated soils (cereal) and three non-cultivated soils (Medicago sativa L.) were sampled at 0-20 cm depth. All soils were ultrasonically treated and gravimetrically separated into fractions> 50 µm (sand) and< 50 µm (clay and silt). All fractions and whole soils were analyzed for organic-C and the specific surface area with ethylene glycol monoethyl (EGME). Moreover, there was a close relation between the degree of C saturation and the mineralization rates. However, there also was a good relation between the total organic C of the soil and the mineralization rates. This coincided with the fact that a good relation between the soil organic carbon and the degree of carbon saturation was found. Our results partially explain the hypothesis that the mineralization rates are more related to the degree of C saturation than to the soil texture (% clay and silt) and soil organic carbon."
2,"The effects of climate and topography on soil physico-chemical and microbial parameters were studied along an extensive latitudinal climate gradient in the Coastal Cordillera of Chile (26°–38°S). The study sites encompass arid (Pan de Azúcar), semiarid (Santa Gracia), mediterranean (La Campana) and humid (Nahuelbuta) climates and vegetation, ranging from arid desert, dominated by biological soil crusts (biocrusts), semiarid shrubland and mediterranean sclerophyllous forest, where biocrusts are present but do have a seasonal pattern to temperate-mixed forest, where biocrusts only occur as an early pioneering development stage after disturbance. All soils originate from granitic parent materials and show very strong differences in pedogenesis intensity and soil depth.Most of the investigated physical, chemical and microbiological soil properties showed distinct trends along the climate gradient. Further …"
2,"The Chilean Coastal Cordillera features a spectacular climate and vegetation gradient, ranging from arid and unvegetated areas in the north to humid and forested areas in the south. The EarthShape project (“Earth Surface Shaping by Biota”) uses this natural gradient to investigate how climate and biological processes shape the Earth's surface. We explored the Critical Zone, the Earth's uppermost layer, in four key sites located in desert, semidesert, Mediterranean, and temperate climate zones of the Coastal Cordillera, with the focus on weathering of granitic rock. Here, we present first results from 16 approximately 2 m-deep regolith profiles to document: (1) architecture of weathering zone; (2) degree and rate of rock weathering, thus the release of mineral-derived nutrients to the terrestrial ecosystems; (3) denudation rates; and (4) microbial abundances of bacteria and archaea in the saprolite.From north to south …"
2,"Soil biological activity has important implications for soil carbon (C) sequestration. However, very little is known about the environmental factors, particularly the effect of soil mineralogy on availability of C for soil microorganisms. In this study, we have investigated the influences of soil type (clay mineralogy) on C mineralization and its effects on biological activity at different levels of soil organic matter stability. Two soils an allophanic, derived from recent volcanic ash and a kaolinitic, resulting from metamorphic parent materials were physically fractioned in to light (LF, coarse sand 250-2000 µm), intermediate (IF, fine sand53-250 µm) and mineral (MF, silt and clay< 53 µm) fractions. Several biological and biochemical analyses at Ah horizons of mineral soil and physical fractions were conducted: soil respiration, enzymatic activities, carbohydratesand microbial biomass, amongst others soil variables. The results indicated that the bulk soiland physical fractions had a significant impact on cumulative C mineralizedafter 30 days of incubation and soil enzyme activities. More than 76% of total C-CO 2 variation was explained by stepwise multiple regression analysis including factors such as soil enzymes (ß-glucosidase, dehydrogenase and phosphatase) and inorganic P. Soil ATP extractionwas agood indicator of microbial activity, because of a positive and significant correlation among ATP and i) C-CO 2 and ii) metabolic quotient (soil respiration rate divided by microbial biomass). We also found an inverse and significant relationship between Al pyrophosphate (Al bound to SOM) and the C-CO 2 in volcanic soil, whereas the same correlation did not …"
2," A simple model was developed to estimate the contribution of nitrogen (N) mineralization to the N supply of crops. In this model the soil organic matter is divided into active and passive pools. Annual soil mineralization of N is derived from the active pool. The active pool comprises stabilized and labile soil organic N. The stabilized N is built up from accumulated inputs of fresh organic N during a crop rotation but the labile N is a fraction of total N added, which mineralizes faster than the stabilized N. The passive pool is considered to have no participation in the mineralization process. Mineralization rates of labile and stabilized soil organic N from different crop residues decomposing in soil were derived from the literature and were described by the first-order rate equation dN/dt =-K*N, where N is the mineralizable organic N from crop residues andK is a constant. The data were groupedK 1 by short-term (0–1 …"
2,"Microbial activity and functioning in soils are strongly limited by carbon (C) availability, of which a great proportion is released by living roots. Rhizodeposition and especially root exudates stimulate microbial activity and growth, and may shift the stoichiometric balance between C, N, and P. Thereby, exudates heighten microbial nutrient demand and acquisition of N and P from organic matter, leading to an increase in enzyme production. Aim of this study was to determine environmental controls of extracellular enzyme production, and hence on potential enzyme activities (Vmax) and substrate affinities (Km). To determine the controlling factors, we worked on four spatial scales from the microscale (i.e. rhizosphere) through the mesoscale (i.e. soil depth) and landscape scale (relief positions), and finally to the continental scale (1200 km transect within the Coastal Cordillera of Chile). Kinetics of seven hydrolyzing …"
2,"Rhizosphere, a thin area of soil surrounding roots receiving carbon (C) exudation from plants, represents a site of intense competition for available C and nutrient between surface-reactive particles and soil microorganisms. This competition can reduce the amount of available C to a critical level, it becomes limiting for microbial growth and soil organic matter decomposition. On the other hand, acceleration or retardation of decomposition of soil organic C caused by root activity is termed rhizosphere priming effect (RPE). This effect has been increasingly recognized to play a crucial role on native C destabilization as influenced by fresh C availability, microbial activity and soil mineralogy such as crystallinity of clay minerals and Al-, Fe-oxides. Combining microbial ecology and soil mineral interactions, we can understand how soil characteristics and climate change can influence below ground competition and finally RPE. In this review, we focus on the competition for available C in soil, limiting our analyses to the interaction at rhizospheric space, where most processes between microorganisms and mineral phase occurs."
2,"The existing information on soil carbon (C) stabilisation in allophanic soils is conflicting because active Al3+ and sesquioxides (i.e., the oxides/hydroxides of Al and Fe) as a stabilising agent of soil C are emphasised in opposition to allophane and imogolite type materials. Two hypotheses were tested in this study: 1) Al (and Fe) complexed with soil C and allophane content are the key variables to explain the soil C level in Chilean allophanic soils, and 2) the existing metal–SOM complex and short-range ordered aluminosilicate minerals in allophanic soils mainly result from soil pH variation and competition between Al (and Fe) for SOM and allophane formation. This study established the relationship among different soil properties such Al-, Fe-complexes and allophane content on soil C levels in Chilean volcanic soils as well as the effect of soil pH on metal–OM complexes. A total of 45 soil samples from 15 soil …"
2,"When studying carbon (C) sequestration in soil, it is necessary to recognize the maximal storage potential and the main influencing factors, including the climate, land use, and soil properties. Here, we hypothesized that the silt and clay contents in soils as well as the clay mineralogy are the main factors affecting the maximal C and N storage levels of soils. This hypothesis was evaluated using a database containing the organic C contents of topsoils separated by ultrasonic dispersion to determine the particle size fractions. The slopes of the linear regressions between the C contents in silt and clay to the soil organic C (SOC) and between the N contents in silt and clay to the total N content were independent of the clay mineralogy (2:1, 1:1, calcareous soil, amorphous clays), climate type (tropical, temperate, and Mediterranean), and land use type (cropland, grassland, and forest). This clearly shows that the silt and …"
2,"Biodiversity of phototrophic microorganisms in South American biological soil crusts (BSCs) and their role in the biogeochemical phosphorus (P)-cycle are unknown. Richness of BSC green algae and cyanobacteria was investigated at four climatically different Chilean sites (arid, semi-arid, Mediterranean, humid). Carbon (C), nitrogen (N), sulfur (S), and P contents, P pools and P speciation as well as spatial P species distribution within the BSCs were investigated. Morphological identification of enrichment cultures revealed 24 green algal and 18 cyanobacterial taxa in total. Irrespective of climatic conditions, each BSC comprised 12 to 15 different phototrophic species. Thereby, green algal richness increased, while cyanobacterial richness decreased with increasing humidity/decreasing mean annual temperature (North to South). Total C, N, and S contents ranged between 6.7 and 41.1 g C kg−1, 0.6–2.8 g N kg …"
2," Abstract Aim We sought to clarify the role of juvenile tree growth rates in species sorting along fine‐scale fertility gradients in the coast range forests of southern Chile. Location In montane forests in the coast range, the conifer Fitzroya cupressoides occupies the poorest soils, whereas dominance shifts to the evergreen angiosperms Nothofagus nitida and/or Weinmannia trichosperma on moderately infertile sites. On the most fertile sites, N. nitida is usually the sole overstorey dominant. Methods We examined the effects of soil depth and nitrogen availability on height growth and leaf nitrogen levels of the three common overstorey dominants. Sapling height growth rates and foliage nitrogen concentration were measured in 20 large gaps (>0.1 ha), on sites of varied soil depth and potential N‐mineralization rates. Results Height growth rates of Weinmannia and Nothofagus were strongly positively correlated with …"
2,"MORALES S, Luis et al. Characterization and edafic and climatic zonfication in the Region of Coquimbo, Chile. RC Suelo Nutr. Veg.[online]. 2006, vol. 6, n. 3, pp. 52-74. ISSN 0718-2791. http://dx. doi. org/10.4067/S0718-27912006000300005."
2,"Now more than ever, public organizations are changing their role from developers to acquirers of software products and services. To accomplish the principles of transparency and economy that these organizations must preserve, they have adopted the building engineering practice of issuing call for tenders. In order to apply, prospective software suppliers need to analyze these documents, make the decision of participation and to confront the process of building a software offer. This process involves a set of software engineering practices that, up to now, have remained unexplored in terms of suppliers’ risks, mitigation strategies and decision variables. In this paper we present a qualitative research based on the focus group technique that provides some important clues to understand this process and define an initial set of variables to be further explored. Conclusions remark on the worth of field study and the next step on quantitative research using found variables."
2,"Context The electronic government has become a trend for transforming public management to comply with the performance of an efficient, modern state. The processes for public procurement and personnel recruitment represent an essential fraction of a country’s public spending. Objective Maturity models are tools for assessing different management dimensions resulting in some level of organizational maturity on an ordinal scale which can show null, partial, or total progress towards the desired state. This paper presents an e-government maturity model for public procurement and personnel recruitment processes, based on a literature review to determine the current state of research in the field. Methodology We have used a known procedural model from Becker to support the design of the proposed model. Later on, we have tested it with government buyers and personnel recruiters. Findings These initial …"
2,"Over the last two decades, governments have increased their investment in information technology to improve the use of public resources, using public electronic procurement systems to obtain better prices, better solutions and to show transparency in the procurement process. Public procurement of software development projects is specific acquisitions having specific technical, methodological, and management constraints that make transparency an elusive target. This article proposes a maturity model as a tool to measure tendering transparency when government agencies procure software development. We have used a procedural model to support the design of maturity models along four dimensions: Institutionalization, Software procurement process, Communication, and Accountability. We have defined a five-step model, and we have tested it with real government buyers. The model is supported by an …"
2,"A relevant part of software industry deals with ad hoc software solutions, which are externalized by software consumers. The process of acquirment follows a public procedure of requesting proposals. This procedure is based on a call-for-tenders document that contains, at least, a software specification and project constraints, such as budget and time. The general assumption is that the requirements stage happens prior to the call-for-tender process. However, public documents of software tendering processes support the contrary assumption. The aim of this paper is to sustain that call-for-tender processes require additional study from an empirical point of view in order to solve problems derived from current industry practices. We have analyzed call for tenders in relation to requirements engineering proposals and also under a procedural approach. In order to sustain the inclusion of call for tenders in the scope of software engineering a set of different open problems is identified."
2,"Outsourcing is a world wide trend that has also reached Software Industry, thus private and public organizations call for software providers to compete for a solution. The process begins with a public notice containing software requirements, economic and methodological conditions. Usually these calls are grouped into public and private Web sites that can accumulate a several calls which are difficult to analyze in a short time. In this paper we propose a set of metrics based on speech acts to reflect basic features of the call that could help providers from software industry to make a decision on those that best fit their profile in the market."
2,"Outsourcing of services has been an industry trend for more than two decades. In particular, public software acquisitions have followed this trend. Governments are significant consumers of software and these processes may fail due to different causes such as incomplete requirements elicitation, limited budget, lack of tenderers or even proper tenderers. Moreover, the fact of there being only one qualified tenderer may make the process suspect. The aim of this paper is to identify the variables which influence the result of a software tender process. We present a two-step research: first a quantitative approach and then a qualitative analysis. Initially we formulated the hypothesis that the quality of documents in public software tenders was related to the success of the bidding process. We studied 142 public tenders in Chile, which neither confirmed nor denied any relationship between success and quality of the tender document. In the second step, we applied a focus group and a semi-structured online questionnaire identifying N new potentially factors to success. For them, we found social theories supporting these relationships. The main contribution of this work is to propose a wider set of variables, not merely technical ones, which influence the success of software tender processes."
2,"The transparency of electronic procedures has become an important strategy to reduce corruption within state organizations and thus promote the sustainable and efficient management of fiscal resources, vital elements in the development of a country. E-government processes have become an important line of development, in which substantial investments have been made to have processes that allow for transparency in a large part of the country’s activities, specifically in the contracting and purchasing of public properties and services. The objective of the study is to present an overview of the work on initiatives that have been used around transparency and electronic procedures of electronic governments to identify which of these initiatives are associated with transparency and which effectively apply to electronic procedures for transparency to learn how these procedures allow for sustainable development of governments. The methodology used in this work was a systematic mapping of the literature, and the main findings suggest that this is a little-explored area."
2,"Under a broad comprehension of Software Engineering, it is preferred the term software life cycle instead of just software production. The reason is that cycle starts at software conception and stops when the software is relegated. Given contemporary companies’ market strategies of focusing on their competitive advantages, most of them have externalized their software production to outsourced services. Therefore, the call for software tenders has become a common step in the software life cycle. In this paper, we present a tool which aids non-experts to specify call for software tenders. The motivation was Chile situation of most of rural and semi-urban city halls which do not have engineering teams to build call for software tenders. We describe the problem in terms of lack of competitiveness and empty biddings generated by low quality calls for tenders. As a second step, we show the technical considerations to develop the proposed tool and its features. We include an initial tool perception from a first group of users."
